Data_REF;Nome Empresa;Ticker;SETOR_ATIV;1;2;3;4;5;6;7;8;9;10;11;12
2023-03-30;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;PFRM;Comércio (Atacado e Varejo);1163121,419560127;2276237,9978801855;2276237,9978801855;34792,62377818514;1163121,419560127;3913516,8539747153;1163121,419560127;-3913516,8539747153;1163121,419560127;-2087061,5654868456;1163121,419560127;3104946,0550450347
2023-06-30;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;PFRM;Comércio (Atacado e Varejo);1166447,6408511782;2491504,4366480424;2491504,4366480424;19432,901383257034;1166447,6408511782;4068207,708168326;1166447,6408511782;-4068207,708168326;1166447,6408511782;-2178286,086543806;1166447,6408511782;3269534,5240039723
2023-09-30;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;PFRM;Comércio (Atacado e Varejo);1167473,346982448;2727762,1663980377;2727762,1663980377;3593,8700005698774;1167473,346982448;4230159,652505901;1167473,346982448;-4230159,652505901;1167473,346982448;-2273569,8649123176;1167473,346982448;3445206,1916194716
2022-12-30;PRINER SERVIÇOS INDUSTRIAIS S.A.;PRNR;Construção Civil, Mat. Constr. e Decoração;208286,62418300306;122293,50980392194;122293,50980392194;10926,248366013464;208286,62418300306;418041,81699346466;208286,62418300306;-418041,81699346466;208286,62418300306;-142934,91993464285;208286,62418300306;110872,93627450889
2023-03-30;PRINER SERVIÇOS INDUSTRIAIS S.A.;PRNR;Construção Civil, Mat. Constr. e Decoração;169609,72377020677;143817,24509803942;143817,24509803942;13916,331183351143;169609,72377020677;425634,44573443447;169609,72377020677;-425634,44573443447;169609,72377020677;-174243,963020298;169609,72377020677;73210,7373581006
2023-06-30;PRINER SERVIÇOS INDUSTRIAIS S.A.;PRNR;Construção Civil, Mat. Constr. e Decoração;116896,8981768126;169028,6057791538;169028,6057791538;17311,71998624098;116896,8981768126;430082,2906776747;116896,8981768126;-430082,2906776747;116896,8981768126;-212254,76590987475;116896,8981768126;25450,4742002064
2023-09-30;PRINER SERVIÇOS INDUSTRIAIS S.A.;PRNR;Construção Civil, Mat. Constr. e Decoração;48773,9164086676;198207,95665634648;198207,95665634648;21122,418472653397;48773,9164086676;431055,6393188854;48773,9164086676;-431055,6393188854;48773,9164086676;-257554,97110423283;48773,9164086676;-33289,18575851366
2022-12-30;POSITIVO TECNOLOGIA S.A.;POSI;Comunicação e Informática;1574846,3523469507;1347372,232323198;1347372,232323198;471928,1257109114;1574846,3523469507;4504066,068586571;1574846,3523469507;-4504066,068586571;1574846,3523469507;-1880034,880570055;1574846,3523469507;3403753,2419999903
2023-03-30;POSITIVO TECNOLOGIA S.A.;POSI;Comunicação e Informática;1726755,514013588;1511101,344842909;1511101,344842909;551541,1642865562;1726755,514013588;4930887,351561898;1726755,514013588;-4930887,351561898;1726755,514013588;-2005826,315452585;1726755,514013588;3718441,49627571
2023-06-30;POSITIVO TECNOLOGIA S.A.;POSI;Comunicação e Informática;1892298,4726911816;1691167,822525058;1691167,822525058;640172,3204788347;1892298,4726911816;5397189,042554682;1892298,4726911816;-5397189,042554682;1892298,4726911816;-2142825,7897416977;1892298,4726911816;4062118,098164579
2023-09-30;POSITIVO TECNOLOGIA S.A.;POSI;Comunicação e Informática;2072020,736502416;1888278,6376002058;1888278,6376002058;738243,1616492146;2072020,736502416;5904661,613425972;2072020,736502416;-5904661,613425972;2072020,736502416;-2291546,432840107;2072020,736502416;4436025,896529579
2022-12-30;PORTO SEGURO S.A.;PSSA;Seguradoras e Corretoras;9890614,147695798;179435,06230370438;179435,06230370438;1125936,8199642599;9890614,147695798;11446387,553601649;9890614,147695798;-11446387,553601649;9890614,147695798;-920830,7859264415;9890614,147695798;920815,8541721334
2023-03-30;PORTO SEGURO S.A.;PSSA;Seguradoras e Corretoras;10074773,875285193;143602,12505705666;143602,12505705666;571958,4013653528;10074773,875285193;11787457,767064802;10074773,875285193;-11787457,767064802;10074773,875285193;-1003439,2539337995;10074773,875285193;748893,0551163671
2023-06-30;PORTO SEGURO S.A.;PSSA;Seguradoras e Corretoras;10261659,59925194;102950,6767006492;102950,6767006492;-41292,12093550712;10261659,59925194;12145205,193979274;10261659,59925194;-12145205,193979274;10261659,59925194;-1092210,4764955612;10261659,59925194;551336,4237540006
2023-09-30;PORTO SEGURO S.A.;PSSA;Seguradoras e Corretoras;10451361,22584863;57257,152776022966;57257,152776022966;-716198,4059275556;10451361,22584863;12520290,199731972;10451361,22584863;-12520290,199731972;10451361,22584863;-1187376,4868881777;10451361,22584863;326852,32363784825
2022-12-30;POMIFRUTAS S/A EM RECUPERACAO JUDICIAL;FRTA;Agricultura (Açúcar, Álcool e Cana);4803,420931994922;-1381,5521602580493;-1381,5521602580493;10,352941176482645;4803,420931994922;26473,135387494607;4803,420931994922;-26473,135387494607;4803,420931994922;-79112,07486631838;4803,420931994922;1600,8472964965986
2023-03-30;POMIFRUTAS S/A EM RECUPERACAO JUDICIAL;FRTA;Agricultura (Açúcar, Álcool e Cana);6652,601587055782;-1404,8211779383719;-1404,8211779383719;12,420849420864258;6652,601587055782;34417,27453504762;6652,601587055782;-34417,27453504762;6652,601587055782;-81379,39023669547;6652,601587055782;2178,9319976997504
2023-06-30;POMIFRUTAS S/A EM RECUPERACAO JUDICIAL;FRTA;Agricultura (Açúcar, Álcool e Cana);8724,66582700007;-1322,790012076971;-1322,790012076971;15,008343593500896;8724,66582700007;43780,43368491215;8724,66582700007;-43780,43368491215;8724,66582700007;-83822,55454507052;8724,66582700007;2985,165244135169
2023-09-30;POMIFRUTAS S/A EM RECUPERACAO JUDICIAL;FRTA;Agricultura (Açúcar, Álcool e Cana);11023,674085857252;-1127,5982520239204;-1127,5982520239204;18,14566899089168;11023,674085857252;54627,1910542667;11023,674085857252;-54627,1910542667;11023,674085857252;-86450,05918120741;11023,674085857252;4030,9231190024584
2022-12-30;POLPAR S.A.;PPAR;Emp. Adm. Part. - Sem Setor Principal;49865,554536962925;350,82149223324393;350,82149223324393;951,4905356095078;49865,554536962925;70304,7422120329;49865,554536962925;-70304,7422120329;49865,554536962925;11,796282149210867;49865,554536962925;3542,235379000026
2023-03-30;POLPAR S.A.;PPAR;Emp. Adm. Part. - Sem Setor Principal;49794,301651532725;395,86951045774083;395,86951045774083;488,8191338794222;49794,301651532725;70407,93046521998;49794,301651532725;-70407,93046521998;49794,301651532725;23,39014033129841;49794,301651532725;3600,054090759898
2023-06-30;POLPAR S.A.;PPAR;Emp. Adm. Part. - Sem Setor Principal;49436,57111366815;445,3929548542594;445,3929548542594;-37,5975864876109;49436,57111366815;70118,10561366941;49436,57111366815;-70118,10561366941;49436,57111366815;35,90194991740458;49436,57111366815;3647,322276399582
2023-09-30;POLPAR S.A.;PPAR;Emp. Adm. Part. - Sem Setor Principal;48774,62710142278;499,6014798801332;499,6014798801332;-630,9362032254448;48774,62710142278;69410,10875100238;48774,62710142278;-69410,10875100238;48774,62710142278;49,36170439882311;48774,62710142278;3683,312698235184
2022-12-30;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;PLAS;Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças;118574,66802485986;-1986,9094304499122;-1986,9094304499122;2335,63127068871;118574,66802485986;102340,4198285361;118574,66802485986;-102340,4198285361;118574,66802485986;143908,1267294678;118574,66802485986;13033,407265932288
2023-03-30;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;PLAS;Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças;165919,7590853696;-2875,492366329094;-2875,492366329094;3192,777637834749;165919,7590853696;136804,49020065542;165919,7590853696;-136804,49020065542;165919,7590853696;194483,51615403543;165919,7590853696;12942,393921035535
2023-06-30;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;PLAS;Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças;220048,70603578503;-3917,9151721536145;-3917,9151721536145;4165,526544354189;220048,70603578503;175734,7342516589;220048,70603578503;-175734,7342516589;220048,70603578503;250286,44906080954;220048,70603578503;12716,400733121667
2023-09-30;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;PLAS;Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças;281270,3456889083;-5124,216967776851;-5124,216967776851;5259,21261556925;281270,3456889083;219288,7794924709;281270,3456889083;-219288,7794924709;281270,3456889083;311533,1513682762;281270,3456889083;12346,309011762405
2022-12-30;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;PLPL;Construção Civil, Mat. Constr. e Decoração;394100,40476191224;32725,396825396805;32725,396825396805;331257,3571428573;394100,40476191224;632698,2698412723;394100,40476191224;-632698,2698412723;394100,40476191224;-191870,32539682003;394100,40476191224;128549,80158730269
2023-03-30;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;PLPL;Construção Civil, Mat. Constr. e Decoração;414577,5476190577;36130,30158730153;36130,30158730153;336630,73809523846;414577,5476190577;224968,8650793691;414577,5476190577;-224968,8650793691;414577,5476190577;196004,74603175285;414577,5476190577;180063,34920635057
2023-06-30;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;PLPL;Construção Civil, Mat. Constr. e Decoração;439353,9740259869;41188,00721500712;41188,00721500712;331062,49134199193;439353,9740259869;-359023,2496392438;439353,9740259869;359023,2496392438;439353,9740259869;750952,0577200642;439353,9740259869;251583,58730158868
2023-09-30;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;PLPL;Construção Civil, Mat. Constr. e Decoração;470242,0779220939;48242,887445887296;48242,887445887296;312471,7229437238;470242,0779220939;-1144613,7965367886;470242,0779220939;1144613,7965367886;470242,0779220939;1498573,8268398335;470242,0779220939;346467,5411255425
2023-03-31;PETTENATI S.A. INDUSTRIA TEXTIL;PTNT;Têxtil e Vestuário;392448566,59325683;106943710,0171261;106943710,0171261;170399119,09179938;392448566,59325683;571891390,0632235;392448566,59325683;-571891390,0632235;392448566,59325683;-140508594,64956647;392448566,59325683;256398763,6769836
2023-06-30;PETTENATI S.A. INDUSTRIA TEXTIL;PTNT;Têxtil e Vestuário;414021883,37359154;118454143,7975239;118454143,7975239;183414731,13442013;414021883,37359154;607520672,8431451;414021883,37359154;-607520672,8431451;414021883,37359154;-155146758,36121494;414021883,37359154;280361095,6358255
2023-09-30;PETTENATI S.A. INDUSTRIA TEXTIL;PTNT;Têxtil e Vestuário;436700687,3504169;131192845,50941546;131192845,50941546;197298846,23634523;436700687,3504169;645848850,6442559;436700687,3504169;-645848850,6442559;436700687,3504169;-171517022,65620637;436700687,3504169;306712608,4663588
2023-12-31;PETTENATI S.A. INDUSTRIA TEXTIL;PTNT;Têxtil e Vestuário;460512933,59116995;145214858,66732574;145214858,66732574;212082062,3059966;460512933,59116995;686979200,8689877;460512933,59116995;-686979200,8689877;460512933,59116995;-189706599,9300294;460512933,59116995;335557969,2419515
2022-12-30;PETROLEO BRASILEIRO S.A. PETROBRAS;PETR;Petróleo e Gás;462280047,9801944;181578747,22200805;181578747,22200805;217072288,6818508;462280047,9801944;1387040464,0263834;462280047,9801944;-1387040464,0263834;462280047,9801944;-283220910,00503755;462280047,9801944;218250500,34480214
2023-03-30;PETROLEO BRASILEIRO S.A. PETROBRAS;PETR;Petróleo e Gás;499322257,13192856;202099267,14933002;202099267,14933002;242034861,84546006;499322257,13192856;1427799886,7771604;499322257,13192856;-1427799886,7771604;499322257,13192856;-279750574,6292671;499322257,13192856;232372946,02964443
2023-06-30;PETROLEO BRASILEIRO S.A. PETROBRAS;PETR;Petróleo e Gás;540315505,7653447;224638365,35221946;224638365,35221946;269801015,1733142;540315505,7653447;1468955022,2725313;540315505,7653447;-1468955022,2725313;540315505,7653447;-274398259,30648077;540315505,7653447;247296396,9741329
2023-09-30;PETROLEO BRASILEIRO S.A. PETROBRAS;PETR;Petróleo e Gás;585430721,8522937;249285318,6165157;249285318,6165157;300499751,16480196;585430721,8522937;1510466214,6077213;585430721,8522937;-1510466214,6077213;585430721,8522937;-267054321,18739346;585430721,8522937;263035785,75708944
2022-12-30;PETRO RIO S.A.;PRIO;Petróleo e Gás;10711882,525252637;911193,726593737;911193,726593737;270403,4117647397;10711882,525252637;11023052,091078352;10711882,525252637;-11023052,091078352;10711882,525252637;-22097,525252529176;10711882,525252637;-235332,7108906873
2023-03-30;PETRO RIO S.A.;PRIO;Petróleo e Gás;12205527,049681483;1063917,707722329;1063917,707722329;320574,7869634771;12205527,049681483;12533620,507398995;12205527,049681483;-12533620,507398995;12205527,049681483;-22157,07239325378;12205527,049681483;-341683,2403369427
2023-06-30;PETRO RIO S.A.;PRIO;Petróleo e Gás;13827377,30677844;1231247,4067737837;1231247,4067737837;375786,1950464935;13827377,30677844;14172371,126625337;13827377,30677844;-14172371,126625337;13827377,30677844;-22181,410224753727;13827377,30677844;-464818,42614046135
2023-09-30;PETRO RIO S.A.;PRIO;Petróleo e Gás;15581992,271625005;1413801,4924223186;1413801,4924223186;436257,3532373233;15581992,271625005;15943789,280871551;15581992,271625005;-15943789,280871551;15581992,271625005;-22169,212778721616;15581992,271625005;-605800,7157488207
2022-12-30;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;PETZ;Comércio (Atacado e Varejo);2198212,4603174683;706681,6666666662;706681,6666666662;73053,0079365018;2198212,4603174683;3956513,4523809534;2198212,4603174683;-3956513,4523809534;2198212,4603174683;-651937,2380952444;2198212,4603174683;1174313,293650793
2023-03-30;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;PETZ;Comércio (Atacado e Varejo);2349256,7698412817;722799,8333333321;722799,8333333321;17586,579365071302;2349256,7698412817;4187213,357142859;2349256,7698412817;-4187213,357142859;2349256,7698412817;-723360,8809523887;2349256,7698412817;1245199,7698412682
2023-06-30;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;PETZ;Comércio (Atacado e Varejo);2391919,6507936707;725393,3636363614;725393,3636363614;-72389,92712843751;2391919,6507936707;4312483,68398269;2391919,6507936707;-4312483,68398269;2391919,6507936707;-840700,2770562859;2391919,6507936707;1322087,6053391024
2023-09-30;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;PETZ;Comércio (Atacado e Varejo);2300222,2597402874;712427,6666666631;712427,6666666631;-203574,9610389736;2300222,2597402874;4305788,432900445;2300222,2597402874;-4305788,432900445;2300222,2597402874;-1013919,8051948145;2300222,2597402874;1406094,7142857094
2017-12-30;PDG REALTY S.A. EMPREEND E PARTICIPACOES - EM REC JUDICIAL;PDGR;Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração;-3919358,008658909;-10670,08157202248;-10670,08157202248;-370703,0892112532;-3919358,008658909;-2322520,822171624;-3919358,008658909;2322520,822171624;-3919358,008658909;-6025018,023003254;-3919358,008658909;-510235,1640777181
2018-03-30;PDG REALTY S.A. EMPREEND E PARTICIPACOES - EM REC JUDICIAL;PDGR;Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração;-5677478,1238147095;-15503,750241455777;-15503,750241455777;-465511,61114183;-5677478,1238147095;-4744131,977155699;-5677478,1238147095;4744131,977155699;-5677478,1238147095;-6784352,834006791;-5677478,1238147095;-737264,2897427124
2018-06-30;PDG REALTY S.A. EMPREEND E PARTICIPACOES - EM REC JUDICIAL;PDGR;Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração;-7625476,241858216;-20827,681350120554;-20827,681350120554;-564939,4755121798;-7625476,241858216;-7439879,429498679;-7625476,241858216;7439879,429498679;-7625476,241858216;-7612695,687000697;-7625476,241858216;-987084,8271495914
2018-09-30;PDG REALTY S.A. EMPREEND E PARTICIPACOES - EM REC JUDICIAL;PDGR;Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração;-9771295,060689496;-26661,395019840333;-26661,395019840333;-668955,8711154831;-9771295,060689496;-10421764,126409706;-9771295,060689496;10421764,126409706;-9771295,060689496;-8512710,544379707;-9771295,060689496;-1260580,3278620832
2022-12-30;PBG S/A;PTBL;Construção Civil, Mat. Constr. e Decoração;456021,02936927136;542149,7219250803;542149,7219250803;165535,42500637053;456021,02936927136;2023576,8718275453;456021,02936927136;-2023576,8718275453;456021,02936927136;-731825,2981920037;456021,02936927136;814376,4430863231
2023-03-30;PBG S/A;PTBL;Construção Civil, Mat. Constr. e Decoração;465205,2541264938;590669,3831202718;590669,3831202718;151714,6993441162;465205,2541264938;2026408,2395245149;465205,2541264938;-2026408,2395245149;465205,2541264938;-756601,058465651;465205,2541264938;824791,9044522021
2023-06-30;PBG S/A;PTBL;Construção Civil, Mat. Constr. e Decoração;474403,87219428003;643867,3363365266;643867,3363365266;135715,2664400615;474403,87219428003;2024882,1355864087;474403,87219428003;-2024882,1355864087;474403,87219428003;-782731,9037636099;474403,87219428003;834852,0592027945
2023-09-30;PBG S/A;PTBL;Construção Civil, Mat. Constr. e Decoração;483626,3261731687;701958,5372354537;701958,5372354537;117443,70343368822;483626,3261731687;2018816,439890505;483626,3261731687;-2018816,439890505;483626,3261731687;-810275,1180053195;483626,3261731687;844554,040917933
2022-12-30;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;PMAM;Metalurgia e Siderurgia;-88362,52915689955;564916,785756702;564916,785756702;-8658,258042599438;-88362,52915689955;2717358,618962751;-88362,52915689955;-2717358,618962751;-88362,52915689955;-2604781,5260164705;-88362,52915689955;666597,4755967194
2023-03-30;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;PMAM;Metalurgia e Siderurgia;-123111,04493471188;470490,20033628924;470490,20033628924;-10699,743655021892;-123111,04493471188;2574894,44761269;-123111,04493471188;-2574894,44761269;-123111,04493471188;-2665374,3254301357;-123111,04493471188;522307,97937865974
2023-06-30;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;PMAM;Metalurgia e Siderurgia;-157668,40187056013;368848,68336384255;368848,68336384255;-12852,681393929874;-157668,40187056013;2429947,265389234;-157668,40187056013;-2429947,265389234;-157668,40187056013;-2738077,0831682202;-157668,40187056013;375424,46818930283
2023-09-30;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;PMAM;Metalurgia e Siderurgia;-192109,11857881816;259754,111006269;259754,111006269;-15121,395656725166;-192109,11857881816;2282828,6101177437;-192109,11857881816;-2282828,6101177437;-192109,11857881816;-2823714,346895212;-192109,11857881816;226158,78925609682
2022-12-30;PANATLANTICA S.A.;PATI;Metalurgia e Siderurgia;1058305,1405653583;335517,3943638019;335517,3943638019;543761,1184957766;1058305,1405653583;1815029,5849249347;1058305,1405653583;-1815029,5849249347;1058305,1405653583;-373877,8584161251;1058305,1405653583;981387,2968338953
2023-03-30;PANATLANTICA S.A.;PATI;Metalurgia e Siderurgia;1147633,8129237504;367623,1413889014;367623,1413889014;604732,0152810164;1147633,8129237504;1962415,8702469482;1147633,8129237504;-1962415,8702469482;1147633,8129237504;-409443,2367532157;1147633,8129237504;1065152,408245539
2023-06-30;PANATLANTICA S.A.;PATI;Metalurgia e Siderurgia;1244040,0912264746;402123,74763533066;402123,74763533066;670629,9670291437;1244040,0912264746;2121560,9501689216;1244040,0912264746;-2121560,9501689216;1244040,0912264746;-448148,820766008;1244040,0912264746;1154904,3905549794
2023-09-30;PANATLANTICA S.A.;PATI;Metalurgia e Siderurgia;1347815,0444090578;439102,7884404049;439102,7884404049;741641,1962258886;1347815,0444090578;2292958,365003775;1347815,0444090578;-2292958,365003775;1347815,0444090578;-490126,6090078412;1347815,0444090578;1250853,9696181905
2022-12-30;PADTEC HOLDING S.A.;PDTC;Emp. Adm. Part. - Telecomunicações;215820,18716576847;8048,720482136434;8048,720482136434;0,0;215820,18716576847;243044,99286985744;215820,18716576847;-243044,99286985744;215820,18716576847;789,0252100765229;215820,18716576847;2729,9623970807897
2023-03-30;PADTEC HOLDING S.A.;PDTC;Emp. Adm. Part. - Telecomunicações;251067,26936867152;8644,859141040388;8644,859141040388;0,0;251067,26936867152;276444,67630194745;251067,26936867152;-276444,67630194745;251067,26936867152;1520,5524263680436;251067,26936867152;2812,258627612553
2023-06-30;PADTEC HOLDING S.A.;PDTC;Emp. Adm. Part. - Telecomunicações;289733,40337256086;9255,430070460267;9255,430070460267;0,0;289733,40337256086;312865,9523508585;289733,40337256086;-312865,9523508585;289733,40337256086;2385,2723581526825;289733,40337256086;2910,0540722875303
2023-09-30;PADTEC HOLDING S.A.;PDTC;Emp. Adm. Part. - Telecomunicações;331944,694002715;9879,548554399875;9879,548554399875;0,0;331944,694002715;352411,4792078959;331944,694002715;-352411,4792078959;331944,694002715;3392,326675798018;331944,694002715;3023,286491464536
2022-12-30;OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.;OFSA;Emp. Adm. Part. - Comércio (Atacado e Varejo);791209,2461538542;37514,87759197119;37514,87759197119;205169,1411371184;791209,2461538542;791863,9267558882;791209,2461538542;-791863,9267558882;791209,2461538542;-486,60936454763396;791209,2461538542;26946,13177257761
2023-03-30;OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.;OFSA;Emp. Adm. Part. - Comércio (Atacado e Varejo);848176,7478632573;40623,05395763419;40623,05395763419;235681,36283908726;848176,7478632573;846247,8899294349;848176,7478632573;-846247,8899294349;848176,7478632573;2137,442028986583;848176,7478632573;21725,832218508578
2023-06-30;OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.;OFSA;Emp. Adm. Part. - Comércio (Atacado e Varejo);911411,3531135638;43859,615480169254;43859,615480169254;269935,46558368485;911411,3531135638;906398,3989383063;911411,3531135638;-906398,3989383063;911411,3531135638;5267,415756225762;911411,3531135638;15000,069862507073
2023-09-30;OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.;OFSA;Emp. Adm. Part. - Comércio (Atacado e Varejo);981299,9373837012;47220,66020542529;47220,66020542529;308152,60111811466;981299,9373837012;972666,558669802;981299,9373837012;-972666,558669802;981299,9373837012;8939,391253092983;981299,9373837012;6652,1079537178375
2022-12-30;OSX BRASIL S.A.;OSXB;Emp. Adm. Part. - Sem Setor Principal;414357,19590751827;61512,61132330323;61512,61132330323;0,0;414357,19590751827;814532,7031659917;414357,19590751827;-814532,7031659917;414357,19590751827;-328425,9814107573;414357,19590751827;-250497,42899535224
2023-03-30;OSX BRASIL S.A.;OSXB;Emp. Adm. Part. - Sem Setor Principal;541210,8707708232;70892,4929880173;70892,4929880173;0,0;541210,8707708232;1057027,6845697775;541210,8707708232;-1057027,6845697775;541210,8707708232;-311203,2010612759;541210,8707708232;-358635,1448570993
2023-06-30;OSX BRASIL S.A.;OSXB;Emp. Adm. Part. - Sem Setor Principal;679464,7704815185;82274,83622109241;82274,83622109241;0,0;679464,7704815185;1330821,0434988802;679464,7704815185;-1330821,0434988802;679464,7704815185;-290920,27282183606;679464,7704815185;-484830,6364919245
2023-09-30;OSX BRASIL S.A.;OSXB;Emp. Adm. Part. - Sem Setor Principal;829131,6238381136;95792,73868224901;95792,73868224901;0,0;829131,6238381136;1637075,1229339642;829131,6238381136;-1637075,1229339642;829131,6238381136;-267443,1447349404;829131,6238381136;-630229,2746929117
2022-12-30;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;ORVR;Saneamento, Serv. Água e Gás;408262,96666669036;3140,7999999995736;3140,7999999995736;0,0;408262,96666669036;1342177,566666699;408262,96666669036;-1342177,566666699;408262,96666669036;6715,633333333508;408262,96666669036;-197823,03333332762
2023-03-30;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;ORVR;Saneamento, Serv. Água e Gás;413842,0121212479;-7415,7303030312105;-7415,7303030312105;0,0;413842,0121212479;1482136,8393939887;413842,0121212479;-1482136,8393939887;413842,0121212479;25339,42121212137;413842,0121212479;-420477,912121202
2023-06-30;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;ORVR;Saneamento, Serv. Água e Gás;426420,4666667183;-22517,684848486497;-22517,684848486497;0,0;426420,4666667183;1678963,7333334042;426420,4666667183;-1678963,7333334042;426420,4666667183;50088,67878787892;426420,4666667183;-698392,684848469
2023-09-30;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;ORVR;Saneamento, Serv. Água e Gás;449538,4060606771;-42901,54498834765;-42901,54498834765;0,0;449538,4060606771;1944592,0923077893;449538,4060606771;-1944592,0923077893;449538,4060606771;81678,84428904434;449538,4060606771;-1035971,0111887872
2022-12-30;ODONTOPREV S.A.;ODPV;Serviços Médicos;1196392,6224429393;471741,8556149312;471741,8556149312;132489,58127478522;1196392,6224429393;2117423,852049863;1196392,6224429393;-2117423,852049863;1196392,6224429393;-722938,7721755371;1196392,6224429393;466466,1179866498
2023-03-30;ODONTOPREV S.A.;ODPV;Serviços Médicos;1180368,3429021114;474012,1006338193;474012,1006338193;60937,05513210234;1180368,3429021114;2152522,9066476105;1180368,3429021114;-2152522,9066476105;1180368,3429021114;-750701,7254649628;1180368,3429021114;389929,58777652815
2023-06-30;ODONTOPREV S.A.;ODPV;Serviços Médicos;1157778,593260605;475645,7174671254;475645,7174671254;-21229,42935057485;1157778,593260605;2185527,680585259;1157778,593260605;-2185527,680585259;1157778,593260605;-779088,0137094232;1157778,593260605;302879,09980091214
2023-09-30;ODONTOPREV S.A.;ODPV;Serviços Médicos;1128213,9281477001;476615,4843089869;476615,4843089869;-114559,7951434151;1128213,9281477001;2216256,265079487;1128213,9281477001;-2216256,265079487;1128213,9281477001;-808097,8392357993;1128213,9281477001;204833,040895921
2022-12-30;OCEANPACT SERVIÇOS MARITIMOS S.A.;OPCT;Petróleo e Gás;385299,6111111245;231025,6587301592;231025,6587301592;4421,428571428595;385299,6111111245;1555245,6349206285;385299,6111111245;-1555245,6349206285;385299,6111111245;-475057,9841269843;385299,6111111245;326730,8571428336
2023-03-30;OCEANPACT SERVIÇOS MARITIMOS S.A.;OPCT;Petróleo e Gás;-41590,05555553781;261499,5873015882;261499,5873015882;10262,285714285761;-41590,05555553781;1108041,1825396707;-41590,05555553781;-1108041,1825396707;-41590,05555553781;-546448,8412698421;-41590,05555553781;361023,23809520114
2023-06-30;OCEANPACT SERVIÇOS MARITIMOS S.A.;OPCT;Petróleo e Gás;-624868,4494949281;292473,3210678227;292473,3210678227;18802,389610389684;-624868,4494949281;437684,6176045975;-624868,4494949281;-437684,6176045975;-624868,4494949281;-620983,9300144317;-624868,4494949281;455801,88528132817
2023-09-30;OCEANPACT SERVIÇOS MARITIMOS S.A.;OPCT;Petróleo e Gás;-1381948,9999999744;323175,506493509;323175,506493509;30461,25541125551;-1381948,9999999744;-485239,8831169135;-1381948,9999999744;485239,8831169135;-1381948,9999999744;-697508,6796536826;-1381948,9999999744;627440,147186066
2022-12-30;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;NUTR;Agricultura (Açúcar, Álcool e Cana);49661,88753079398;55161,24064170888;55161,24064170888;570,4262796028322;49661,88753079398;123425,9709702828;49661,88753079398;-123425,9709702828;49661,88753079398;-27694,525507177794;49661,88753079398;68311,54078601001
2023-03-30;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;NUTR;Agricultura (Açúcar, Álcool e Cana);59928,84787464068;61324,49054019428;61324,49054019428;669,8899923606814;59928,84787464068;138051,42896381038;59928,84787464068;-138051,42896381038;59928,84787464068;-29432,00633636587;59928,84787464068;74927,04754104685
2023-06-30;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;NUTR;Agricultura (Açúcar, Álcool e Cana);71408,90198412005;67989,79847037555;67989,79847037555;779,0085913585583;71408,90198412005;154371,36480175477;71408,90198412005;-154371,36480175477;71408,90198412005;-31422,37917770612;71408,90198412005;82120,9526282345
